id,text,label
7150,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்.,0
6864,Dharmapuri Agamudaiyar Ezhil,0
206,Itha pathaley sema ganda iruku anna namma oorula ivanunga ownera irukanuga namma innum oruthan kitta kai neeti sambalam vangittu irukom,1
7438,The same way they invite christians sect and muslims sectlike this?,0
340,sowcarpet elite vadakan first landed we celebrated them as pawnbroker now nothing to say,0
1205," @samuraijosh1595  when did odisha, west bengal, jharkhand, bihar are part of North india",0
4140,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1
3998,தமிழன் மேலயே நடவடிக்கை எடுங்கயா...👏,0
7491,வழக்கமாக சைவம் மற்றும் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை💪👊,0
3359,super tamilan ini somberiya irukka maatan,0
1042,Next cm should  EPS OPS or  SEEMAN  because they are only tamilans,0
4218,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....,1
454, your culture is Marying sister.      You telling moral value.....   Why you begging for money here lot of beggers in kerala is yours community..,1
3843,இந்த பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும் .,0
5612,முதளாலிகள் அவர்கள் தான் மட்டுமே உயரவேண்டும் என்ற நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்,0
3388,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0
1148," @RajKumar-sf8dl  good but epo oruthan Avan family ae maranthutu kudikarano Avan Avalo tha kudikalam thapu illa but alavuku merina amuthamum nanji thaan 

More over Avan kudikaradhu Nala tha Avan Vela illama poche nu artham illa owner of the business 10k evan Vela senji irupan vadakan vanthutu 5k ku work panna varuvan owner ku 5k labam so Avan veliya anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la Avan 1month ku vendiya porul vangipan chapathi mavu & Hans podhum avangaluku",0
1290,"திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள், நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள். தாடி இல்லை, மீசை இல்லை, தைரியம் இல்லை, ஊக்கம் இல்லை, வலிமை இல்லை,",1
3727,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.,1
6845,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே.,0
618,உங்கள் தமிழ் கடவுள் சோழ வம்சம்   உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான்.... போய் சோழர் மெய் கீர்த்தி படிங்க.... தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்....,0
1029,​ @krishna-de2jb  maharashtra is peninsular india below vindyas ranges and again sathpura ranges and again ajantha hills,0
429,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும் 🚧💯,0
7575,"Both swamy should not come to this debate, that itself wrong, as a elders if u r talking like that, its an ashamed one, doing upanyasam what is the use, i feel very sorry to tell.
 Idiot sun TV, against Hinduism especially with brahmins, why u ve attend this debate, conversation, waste
Spoiled our sanadhana dharma, community",1
5428,"ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல , இனி நம்மதான்  பீகார் போகணும் 😂",1
1891,Kalambu Kalambu aarundu pochi Kalambu,0
1742,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.,0
3973,மொத்தத்தில் தமிழ் நாட்டில் வேலை இல்லை அதான் இந்த நிலைமை,0
3922,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்,0
2722,Manushana manushana paaka solli ivanga entha ooru la irunthu vanthangalo.. Anga poi solanum.. Aduthava veetla vanthu ukanthu pesakudathu!!,1
2441, @dannosss  bro still they are indian....we are treating them like poor .... That's what Im said...u know lot of south Indians have u ever seen they worked hard like North...no never....,1
4756,"02:20 சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது , இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்",0
6442,Cholarhal lankai lakshatheev malatheev inthonashiya Malaysia java sumathra ena pathi ulahai aandarhal ithu ellam entha thinai solla mudiyuma,0
188,"நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம். எத்தனை தமிழர்கள். பொய்யான தகவல் தர வேண்டாம்.
",0
1245, @aravindhrajgowda2446  ley yen kathe bidthidhiya 70% are Tamil folks 😂,0
4532,I guess no one have that right to control certain community population.,1
1372,Next CM seeman Naam Tamil kachi 💥🤩🔥🤩😍🥰🥳💯💥🤩🔥💥🤩🔥💥,0
6583,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லை.ஆனால் 21ம் நூற்றாண்டில் அது சாதிபெயர்..வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாது.நீ கதரு காலம் பதில் சொல்லும் பள்ளரே.,1
3113,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0
1335, @shadowboy7218  avinga crowd jaasthiya vandha vote rights kudukka koodathunu solllu....vara koodathunu soldrathuku india la irukka endha state peoples kum rigghts illa .... independent country la yaaru endha statela venaalum poi settle aagalaam .....,0
7239,"Pavada inyour religion protestant catholic like howmany sects?
Why difference",0
1691,tamilargal nallavargal.Athunalathan ellarukum ellakaram,0
267,Bro ur efforts are amazing ur videos are different nice wrk keep doing,0
2557,Avungaluku vela kuduthutu nama enga porathu,0
6149,Adeii tamilnadu fulla ipdi than iruku... Innum velia theriyama iruku... Ketta periar nu kadha uduvanuga....intha dmk admk ivanugala olikira varaikum ithu continue a gum.....,1
5698,சீமானின் செயல் விளைவு தான் இது.,0
2255,நம்ம ஊர் இந்த நிலை வந்துவிட்டது. நமக்கு வேண்டும் போதும இன்னும் வேணும்,1
7332,"சொத்துக்காக வந்த பிரிவினை இது. எந்த கோயில்களில், அதிக சொத்து இருக்கிறதோ, அதை தன் கலையில் சேர்த்து கொள்ள, பெரியோர்கள் போட்டியை ஆரம்பித்து, அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள். வேறு ஒன்றும் இல்லை. பெருமாள் சிரித்து கொள்கிறார்.",0
5032,Thelunganunga Tamil nataye pidichitanunga.modhalla adha padhivu pannunga.,0
4306, @srp5285  டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே,0
7606,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala....,0
7507,6 masam nee 6 masam avan ...problem solved,0
3702,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழை‌.கொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்,1
1532,"Inga Egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom",1
6524,"There is no problem, The Pallar may be called as Vellar. and the Vellar may be called as Pallar.",0
2955,Tamilnadu irrukarvan ellam TASMAC vijai ajith  cinema bothum  Nanga enga territary TN thandamattom,0
608,India as to concentrate on population . Otherwise people’s life will not be valued .,0
1884,இவங்கெல்லாம் அடிக்கிற அடியில் பார்க்கவே பயப்படனும்,1
4957,Vanthu vertukulla poi thiturathu Rape pannurathu Ellarume inga vanthuta naanga enga da poga . Oru vertula 10 per na 10 perutha 30 per vantha epdi da venna putungi maari pesuran,1
4234,தமிழரிடம் மட்டுமே வரவு செலவு வைத்துக் கொள்ள வேண்டும்!,1
5236,"சம்பளம் குறைவு, அதிகம் வேலை செய்கிறார்கள், நம்மவர்கள் வேலை செய்வதில்லை என்பது நியாயமான பேச்சாகவே இருந்தாலும் அதில் இருக்கும் மிகப் பெரிய ஆபத்தை இதை ஊக்குவிப்பவர்கள் விளங்கிக் கொள்வதில்லை",0
1751,Dai ithu palaiyaa news athai oruthar thatti kaetaru udanae annodaa thumbigal nuuu. Oru bitaaa pottaan paruuu... Angaa thaanda nikkiranoo thumbigal....,0
670,Muthalla thamilan tamilane namburathe illa,0
4943,Take also the interview who lost their job in natives of Western nations and Arabs bcoz of Indians,1
1239," @harigowtham1430  bro, I’m not fully sure with the conditions of dharavi, cause I’ve never visited there. But the condition in TN rn is horrible, we’re not fully taking their jobs, nor changing their political system. I wish we fix it. That’s all my most concern",0
2985,Correct,0
1482,Vaaiyinal pesi pirayosanam illai veluththuvanga vendum,1
5179,நண்பர்களே திருப்பூரில் அதிகமாக இந்திக்காரர்கள் தான் நமக்கு அங்கு வேலை இல்லை உடனடியாக அரசு தலையிட்டு நடவடிக்கை எடுக்க வேண்டும்,1
2764,Konjam kooda vekame illa. Vadakan kita peti yedukura,1
619,Bro naanum Hosur dha bro correct ta sollringa bro adhu TATA company dha,0
5777,தமிழ்நாட்டில் வடக்கன்  கிடையாது அரக்கன்களுக்கு என்ன வேலை அவர்கள் வேலை செய்தால் நாங்கள் குறை சொல்ல மாட்டோம் பான் ப்ராக்கு கஞ்சா வா வா சரக்கு தமிழ்நாட்டை கூவமாக்கி கொண்டு இருக்கிறார்கள் அடுத்து ரோமாபுரி நாடாக ஒரு ஆளுக்கு போகிறது,1
5607,If you any one Tamil people work honestly in other state political party for people even you can become CM of that state.,0
6256,​ @dingdong5790  ne muslim or christian ah ilala hindus la yaru vena etho Kovil ku vena polam,0
245,"வடக்கன் தமிழர்களை அடித்து விரட்டும் போது தமிழனை அவன் பாட்டனான் வந்தால் கூட காப்பாற்ற முடியாத நிலை வரும், தமிழா!! விழித்துக்கொள்!!",1
337,சாதி சண்டை போடறதுக்கும் விஜய் அஜித் பைத்தியமாக இருப்பதற்கும் மட்டும் தான் தமிழர்களுக்கு தெரியும்,0
918,தமிழ்நாடு தற்போது கவலைக்கிடமாக உள்ளது...😌😌😌,0
425,இந்த வீடியொ சீமான் அண்ணன் பார்வைக்கு  போக வேண்டும்,0
6650,"உங்கள் கருத்தை தொடர்ந்து
பதிவு செய்து வருகிறீர்கள்",0
6465,Dai Periyar kalaingar ttamil thorgida,1
584,12th padichitta velaiku edukuranga Inga degree padicha velaiku eduka matranga 🤐😥,0
1519,dhayavu seithu jathi madham inimel parkkathir.indha indhikkararagalai virattum varai.,1
3210,Stalin than vararu vidiyal thara poraru😆😆,0
6891,ஏங்க நான் துளுவ வேளாளர் தான் நாங்க அப்ப அகமுடையாரா?,0
7388,Sun TV is promoting fued in topic they dont believe. Will they bring CSI and RC and conduct an arguement ? These old men should not have gone to Sun tV,0
7059,மனிதனின் எந்த உறுப்பை வைத்து ஜாதியை பிரித்தார்கள் என்று தயவுசெய்து விளக்குங்கள் .என்று தான் மனிதனாக போறீங்களொ .சம்பிரதாயங்களை மூலதனமாக வைத்து தந்திரமான கட்டு கதைகளை எழுதி ஜாதியை பிரித்த முட்டா பயலுகள என்று தான் அடையாளம் காண போரீங்களொ .மனிதனாகுங்கடா.,0
7018,"எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது இல்லை குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை. பிள்ளை, கவுண்டர், முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை.

 ஆனால் துளுவ வேளாளர்களுக்கு துளுவ வேளாளர் என்று தான் சாதி சான்றிதழ் தருகிறது.",0
3597,தந்தி TV ல இருக்க எல்லாரு இந்தி வாலா போல அதான் கூட்டு நாடகம் போடுறானு,1
3287,apo nee bihar ku poi avanoda edatha aataya potru😂,1
354,ஹிந்தி காரர்களை நம் நாட்டை விட்டுப் பழகுங்கள் துரத்துங்கள் முதல்வர் ஐயா,1
5065,அப்புறம் எதற்கு தனி தனி நாடு ? எல்லோரும் மனிதர்கள்தானே ?,0
3126," @krmanirethnam  marathi padai tamilnaata rule pannan.inga iruka sources neriya eduthutu ponaandrathae unmai.MADURAI yila marathi community irukanga they also called peshwa brahmins.same maharastrala tamilan irukan.TIT for TAT.summa sympathy pesa kudathu..bihar,patna,u.p yethukku varan?",0
3349,Vadakkan thamilnattai vittu poradhu nalladhu,1
6839,இந்த ஆதிநாராயணன் தேர்தல் வரும் பொழுது அரசியல்வாதிகளிடம் பணம் வாங்குவதற்காக எதை எதையோ பேசிக்கொண்டு இருக்கின்றான் இந்த அகமுடையார்கள் தமிழர்கள் அல்ல இவர்கள் பல்லவர் காலத்தில் குடியேறிய வந்தேறிகள்,1
1613,இந்த விழிப்புணர்வு வேண்டும்!. தமிழர்களிடையே இந்த எழுச்சி வேண்டும்!. வாழ்த்துகள்!,0
6230, @ravichandran.761  அதுபோல் நீங்கள் வன்னியர் இல்லை அப்படி இருக்கும் போது அவர்கள் வணங்கும் கடவுள் மட்டும் விமர்சனம் செய்வது மட்டும் சரியா?,0
4536,@parithabagal copyrights podunga,0
1058,There another corrupted soul. The whole world knows...the island belongs to Tamils... but answer be one thing... if u r the oldest of the island then wi someone from nayak dynasty of India is owning up the country now? Wake up...,0
4424,"எங்கள் வீடியோவைப் பார்த்ததற்கு நன்றி! இருபது ஆண்டுகளுக்கும் மேலாக கோடிக்கணக்கான ரசிகர்களை மகிழ்வித்துள்ளோம், மேலும் எங்கள் குடும்பத்தில் ஒருவராக நீங்கள் இருக்க விரும்புகிறோம்!  🙏",1
4585,Maaira paapanunghaa periyaa ollu,1
5147, @liya-nf6ic  😂😂😂கோவம் வருது போல 😂😂👍🏻👍🏻👍🏻வரட்டும் வரதுக்கு தானே ரிப்ளை பண்ணி இருக்கேன். அவமானத்துல தூக்கு மாட்டிக்காத டா 😂😂😂,1
5061,இரதம் ஒரே இரதம்னா நீ புடிச்சு ஊம்பு,1
1498,நாம் தமிழர் கட்சியை எந்த கொம்பனாலும் ஒன்றும் செய்ய முடியாது  நாங்கள் எல்லோரும் வேலுப்பிள்ளை பிரபாகரனின் வாரிசுகள்,0
2835, @navarasamanikamuthuvelshan1028  enna achu?,0
4038,Nammai naamthan aala vendum... Thamiz inam iniyum veezathey... Ezuvom..,0
1147, @karthikmatthew7379  tasmak irukura nalaa kudichudu ஒழுங்காக வேலை ku pogurathu elai antha velai seiura edatha Avan வந்து பூர்த்தி செய்ரான்,0
5473,அவர்களின் ஊரில் உள்ள திருவிழாவிற்கு சென்று இருக்கின்றனர் திரும்ப வருவார்கள்,0
3528,காங்கிரஸ் கட்சியின் ஆதரவில்வளர்துசங்கிகலிடம்சங்கமானடி. வி.,1
5577,Ponkta  puntaikale  Kekuravankal Ellam kena kutikala !!!??????,1
5202,தமிழனுங்க சாதி வெறி பிடித்த திருடனுங்க.வாழ்க தமிழ்.,1
4888,ungala maari Tamils dhan.. uncivilized ah nadapeenga..tirukural la virundhombal pathi modhalla padi da..,0
7312,ஹிந்துக்களுக்கு பிரசனேன்ன வந்துடுவியே சன் டிவி.. எங்க செந்தில் பாலாஜி லைவ் பண்ணுறது 😂😂,1
4388, @karunanithichellaih316  Ivana Vida kedu kettavan tha dravidan. Tamilan nu solla kooda vetka paduranga intha dravidargal...,0
4892,"உத்தர பிரதேசத்தில் மட்டும் 25 கோடி மக்கள் தொகை . வரவன் போறவனையெல்லாம் தமிழ் நாட்டிற்குள் விட்டா தமிழ் நாடு தாங்குமா. வடக்கர்களின் வருகை எண்ணிக்கை யை குறைக்க வேண்டும்.
ஓட்டுரிமை தரக்கூடாது",1
3431,எவ்ளோ நாளா இருக்கானுங்க இப்பதான் தெரியுது,0
4627,Padida muditu vadakanuku support,1
856,நீங்கள் அள்ளிக்குளம் பகுதியில் நடந்த அநீதியை வெளியிட்டதும் தான் எல்லா எச்சை மீடியாக்களும் வரிசையில் வந்தானுங்க.,0
4054,bloody nonsense dogs should arrest this guys...,1
705," @jokerboys1380  அப்படிசொன்னா 2,50,000/- வீட்டு வாடகை எப்படி தருவது?",0
2023,"நாமெல்லாம் தொடர்ந்து இணையத்தின் வாயிலாக எழுதும் இடுகைகளான கருத்துக்கள், பதில்கள், துவீட்டுகள், பதிவுகள், பிலாக்குகள் போன்றவை அரசுகளுக்கும், பெருநிறுவனங்களுக்கும், நம் மொத்த மக்களின் விருப்பு வெறுப்புகளையும் நம் எண்ணப் போக்குகளையும் கணிக்கப் பயன்படும் பெருந்தரவுகளாக அமைகின்றன. ஆக, தங்கள் நிறுவனத்தின் சேவைகளை, மக்களுக்கு, எந்த மொழியில் கூடுதலாக அளித்திடவேண்டும், என முடிவு செய்ய உதவிடும் காரணிகளில் ஒன்றாக, இணையத்தில் பெரும்பாலும் நாம் எழுதிடும் மொழியும் எழுத்துக்களும், நேரடியாகவோ மறைமுகமாகவோ அமைந்துவிடுகின்றன... இதை நாம் நன்கு புரிந்துகொள்ளவேண்டும்..",0
5088,Thambi tamil makkal engayum kaaal vaikka mudiyala..train la yeruna...ellam other state. Meenakshi temple Poona...fully marvadis...where ever we go unable to step in because of their crowd. It's my experience...during pongal hardly 10 people only entered temple. Romba sirikira......stomach burning ah irukku enakellam. Not only those places also in all working place....koncham koncham Namma Oram katta padromnu....unakku theriyalaya??. It's openly shows they are going to rule us....we all are with caste and religion. They are with work mood to occupy our places. Where we are all??????????,0
2893, @mmr5490  மிக சரி விரைவில் போராட்டம் நடத்த உள்ளோம்.,0
1438,நாம் தமிழன் என்று காட்டவேண்டிய நேரம் வந்து விட்டது,0
4714,இந்த நாயகள் நம்பாதீங்க டா 😡😡😡😡😡 ஒரு 10 பேரு வெட்டி கொள்ளுங்க 😡😡😡 திருட்டு கொலை கொல்லை அதிகம் ஆகுது 😡😡😡,1
92,தமிழர்கள் த்ரேதாயுக் ரம்யான் நேரம் இலங்கை அசுரர் போல் இருக்கிறார்கள்,1
2572,தமிழகத்தில் உழைக்கும் திறனை கெடுத்ததே  இந்த திராவிடம் தான்,1
4530,Daai dumilan work olunge paarunge da...velai kudupaange...even i have seen in my business ...tamil people are more interested in drinks than job...after 6 they dont think about job...vadakkan mele en da porame padringe,1
6233, @freak7514  கள்ளச்சாராய மரணத்தை திசைதிருப்ப பொன்முடி செய்த வேலை சாதி பிரச்சனை,0
2563,One question klunga. Tamil nadu la vote urimai kudutha yaaruku vote poduvinganu klunga. Ena badhil solraanganu papomm...,1
6867,Na agamudaiyar enaku thevar tha first mukkulathor otrumai 🔰👑🗡️,0
7573,"Both sampradhayam making money, at kanchipuram varadharaja temple, beggers r better than this people",0
4471,இவனுங்களுக்கு எல்லாம் வெறும் கண்டென்ட் பிரச்சினை குறித்து எந்த கவலையும் இல்லை,1
7060,அம்பி வெங்கடேசனுக்கு செருப்படி கொடுத்த ஆதிநாராயண அண்ணனுக்கு நன்றி,1
7495,Why both are not telli g Thiruman instead of Namam? They need to rectify that first.,0
6670,மறவர் பாண்டியன் வாரிசு வல்லம்பர் வில் அம்பு என் எடுத்து கோட்ட,0
7824," @SathishKumar-di4cb  ௮வர்கள், தோசைக்கும்,  வடைக்கும் சண்டை போடும்  நாய்கள்  ௮ல்ல   !",1
4185,Daii mundam videova pathiya saniyane inum ooopi yave irundhuttu poda venna koothi,1
2925,நீங்க மனுஷனுங்களா.. டேய் வடக்கனுங்களா.. பான்பராக் வாயன்களே.. கொலைகாரன்களே கொள்ளைகாரன்களே..,1
728,Ipdiyea North Indians velaiku vechi kurai tha sambalamnu avanungala veikiringa nalaiki namba Natta vitea thorathiduvanunga olunga avanga urunkku anupura velai parunga ithu oru maraimugamana (Implicit )Arasiyal ellorum mulichikonga please da youngsters open your eyes don't go away actors and useless entertainment ulla over ah Vara aarbiththu vittargal Inga irukura businessman salary kamiya irukunu avangala work ku vaikathinga namba ooru  aatgalai velaiku vainga Intha problem solve seivathu namba Atchiyalaigal kailthan iruku ithayavathu seinga namba Nattu makkaluku,1
1452,Tamil are losing grip from TN!!! what are we going do???,0
2766,Kasu vangitu video poduriyo? Poi avanunga oorla poi kelu appo theriyum unakku humanity kedaikuma kedaikathanu,1
4121,Tirunelveli arasiyal karangala kaikula pottu busstand marvadi pesikittu irukanga ini tamilagam nasama than povan,1
1081,Admk is already became a bjp adimai..its already in alliance with bjp,0
5542,Better go off tamilnadu youths will get jobs😏,1
3611,அடேய் நாங்களும் தமிழர்கள் தான் இந்திகாரன் மேல் இருக்கும் அக்கறை பாதுகாப்பு... ஏன் தமிழர்கள் மீது இல்லை ...,1
2821,avar yaaru unga wife ah hindikarangalukku mutti podu da... Enna yethu nu theriyama peasatha.... da nu sonna asingama thittiduven....,1
2895,"appo Britishkaran varumothu yen avana viratuna.avan education,public administration sollitanthathu avan dhana.",0
825, @vinosalem9273  ஆமாம் நானும் ஒப்புக் கிறேன் கட்சிகளை அரசியல்வாதிகளை கண்டித்து எதிர்த்து அவர்களுடைய அராஜகத்தை கவுன்சிலர் வட்ட செயலாளர் எம்எல்ஏ மந்திரி அதிகாரிகளின் அராஜகத்தை கண்டித்து வீதிக்கு வந்து போராடும் கலாச்சாரத்தை நாம் இப்போதே ஏற்படுத்த வேண்டும் அப்போது தான் தமிழ்நாட்டை காக்க முடியும் இல்லை ஏற்கனவே வாழ தகுதியான இடமா என்ற கேள்வி இருக்கிறது,0
216,Dei vadakans ennada therkans ennada we are all indians,0
3056,சரி இந்திகாரன் ரத்தத்துல உன் மனைவிக்கு ஏத்தி விடு,1
4401, @jokerboys1380   தமிழனுக்கு நாடு இருக்கா என்று தமிழ்நாட்டில் கேட்ட வந்தேறியை கதற விட்டதுதான்.,0
7497,யப்பா டேய் நல்லா மூட்டி விடுறீர்,0
892,In hyderabad there are 10lakh people doing bussiness it's there right they can do any business as one country,0
